1480	106	3	3.95
289	142	3	6.5
101	2404	11	37.92
101	312	18	4.61
105	1611	6	16
104	1232	11	36.54
104	1877	15	78.91
2019	2611	18	382.37
3491	102	3	7.18
245	111	6	4.67
1957	14	7	13.15
277	1041	4	35.44
251	7444	5	76.57
5811	102	4	18.06
103	954	17	61.57
2802	12	4	11.58
121	120	44	38.02
971	111	3	6.68
1993	109	6	30.02
539	126	3	8.15
950	14	11	13.85
113	501	65	497.8
3020	102	4	10.75
592	207	12	105.84
750	14	13	14.61
117	3437	3	16.87
113	2941	8	55.96
2783	102	9	38.72
106	1028	13	43.81
109	1128	4	11.7
205	225	3	10.39
1356	172	4	29.82
140	275	3	6.09
167	4962	5	57.27
120	256	6	9.04
104	4217	3	10.53
2114	14	4	4.18
128	3049	3	19.54
103	2356	5	15.39
103	685	70	483.86
127	262	6	14.47
104	2399	5	16.13
101	3578	3	4.71
136	10950	3	35.93
124	2853	3	17.11
788	120	4	12.26
125	103	157	170.54
12	1405	5	9.66
577	103	6	4.81
2630	12	3	6.65
5125	115	3	19.73
1264	300	5	49.47
140	484	5	20.68
2184	104	6	19.82
117	875	3	7.83
119	109	44	9.7
166	174	8	25.92
802	128	5	22.91
447	305	3	19.76
382	359	4	28.78
4934	2061	7	136.99
1039	147	4	23.73
105	8876	4	29.91
114	657	7	22.8
335	391	6	47.53
113	1375	11	63.35
206	118	6	4.98
145	1246	6	42.61
179	121	11	15.13
913	110	4	10.16
140	509	6	27.86
200	205	29	216.31
11736	104	3	22.41
955	173	6	45.01
7603	125	4	40.09
7	323	3	6.64
109	222	7	4.69
110	615	10	35.05
1052	2120	3	38.66
102	12098	3	20.56
101	9330	3	12.76
2443	111	3	12.51
129	10647	4	45.99
3441	14	5	12.28
14241	102	3	20.56
1323	9	3	7.74
717	115	10	43.92
146	232	3	5.99
3777	112	4	23.59
1066	132	3	13.17
9613	209	3	39.31
101	6181	7	39.98
127	221	4	4.9
129	1009	24	208.46
103	720	27	108.47
104	2422	7	27.87
1688	115	5	24.44
101	1923	18	74
105	623	34	145.34
388	104	23	52.13
2385	109	3	11.74
1873	110	3	10.26
6249	422	3	41.87
3943	1714	5	84.28
1924	12	3	4.88
900	102	6	6.29
577	137	4	15.84
101	4784	6	23.17
103	5991	4	20.3
105	2022	3	5.58
105	3759	5	21.42
815	102	10	17.2
3239	14	4	7.35
236	5526	5	67.21
1520	9	3	8.55
6125	131	3	25.17
101	11564	3	17.14
1548	102	14	54.41
532	101	14	9.92
112	156	13	5.78
801	115	6	21.62
199	1682	3	23.85
737	1157	3	32.06
167	252	5	19.34
1044	12	5	6.95
5856	14	3	8.11
119	704	13	67.34
712	110	5	12.4
117	458	5	11.49
272	134	19	98.37
1706	102	22	122.13
125	369	4	9.29
1333	115	4	15.63
102	235	17	5.76
4852	14	4	11.15
389	123	5	11.47
353	116	7	16.25
101	329	49	89.51
134	248	3	4.16
1135	6175	5	86.18
6554	104	3	14.24
102	1391	6	10.97
698	684	9	106.16
2228	1407	3	40.8
103	2775	3	7.13
101	1487	5	4.02
3553	103	3	8.73
108	289	15	32.63
232	206	6	29.88
119	423	15	65.4
3120	8	12	96.57
498	332	13	131.61
374	164	3	11.42
5922	104	3	13.05
117	392	4	6.39
8	649	7	19.48
1252	112	22	158.39
2614	12	4	11.11
109	576	7	18.72
3662	102	3	7.66
101	9630	4	22.85
117	2096	3	13.22
113	581	9	30.89
241	401	11	91.65
2139	101	4	4.12
106	1410	4	6.99
110	103	298	219.1
378	233	3	16.15
1173	2169	3	39.21
7464	972	3	48.82
556	14	15	13.43
12	752	5	4.32
103	2861	3	7.48
105	2582	5	16.74
1110	5619	4	65.8
2593	102	5	13.86
104	846	20	75
105	970	23	102.01
4452	102	4	14.36
583	109	4	6.82
7175	122	3	23.58
1099	106	5	8.06
657	14	28	65.32
101	2483	11	37.92
133	652	3	10.46
102	5028	3	10.31
4992	9	3	17.42
629	109	3	4.07
525	333	3	21.62
736	691	4	40.71
101	13543	3	17.14
812	335	8	81.65
1491	109	5	19.99
7320	106	3	16.04
108	1235	3	6.52
197	327	4	19.56
2067	117	5	27.45
107	120	88	44.35
1800	14	21	92.49
101	11150	3	17.14
5136	8	8	74.34
597	120	5	14.79
8	9147	4	37.17
734	14	10	7.13
103	1322	8	22.23
103	3764	12	89.15
4755	102	4	15.38
2229	127	3	17.08
101	7198	6	34.27
354	333	5	36.39
966	14	16	31.75
123	666	3	7.45
400	185	4	20.53
103	2275	4	10.1
103	439	19	40.99
604	117	6	19.15
1443	111	6	26.41
220	105	40	73.52
1096	117	5	20.18
2283	104	3	6.06
136	12457	3	35.93
396	266	4	26.36
1232	9	4	11.9
101	4737	4	11.07
101	7217	6	34.27
103	2006	3	5.24
1334	309	8	89.42
358	1510	3	28.95
101	6376	4	15.45
125	183	5	4.05
688	12	8	11.61
12	2716	7	29.05
101	3656	9	38.27
105	361	43	144.58
101	6132	3	8.05
11574	9	3	27.91
696	110	3	4.65
604	151	3	13.22
7894	104	4	24.93
5840	14	3	8.11
11629	9	3	27.91
293	123	4	5.43
108	1190	3	6.26
145	609	3	12.54
115	1086	27	210.32
115	235	5	3.84
3051	14	6	15.26
109	2708	4	19.47
140	771	14	102.12
176	478	3	14.06
177	107	64	172.44
401	306	5	36.97
468	360	5	40.71
9037	14	3	12.82
58	9	4	5.72
204	104	16	4.83
168	200	4	10.43
130	139	20	33.71
103	160	82	135.9
105	945	6	9.69
766	554	5	51.32
103	2528	4	10.9
727	16	4	18.64
103	5168	3	11.95
103	912	19	72.03
3944	14	3	5.24
428	612	3	24.56
153	2142	16	182.48
5773	14	3	8.11
3276	117	3	16.38
459	146	3	10.94
1386	102	8	18.99
279	156	4	13.35
101	6650	5	23.27
103	8170	5	37.14
3425	14	4	7.94
132	232	5	10
5237	14	3	7.2
101	2466	13	51.27
314	101	21	8.59
2427	111	3	12.51
101	4974	5	18.33
105	5765	4	20.49
2109	127	4	24.84
124	353	5	11.07
149	725	5	28.47
1414	9	3	8.21
2719	112	5	28.02
9627	130	3	30.17
2373	106	3	6.55
145	1566	3	18.53
404	104	11	12.18
108	321	11	20.31
2333	14	7	15.75
111	511	6	13.58
197	737	9	75.69
799	102	10	16.64
811	104	5	5.23
2853	14	5	10.08
113	786	9	36.35
839	107	11	38.26
137	132	9	5.37
109	543	5	9.76
1494	121	3	12.07
3473	14	6	17.27
11988	7386	3	71.76
140	450	10	53.63
141	318	11	52.67
295	12	25	43.29
11978	9	3	27.91
1319	102	7	14.07
1999	149	3	20.54
2416	410	3	33.34
3952	106	3	10.15
114	506	8	23.66
106	5984	4	20.81
8	7322	5	46.46
803	1305	6	76.25
572	139	3	10.53
889	12	7	11.66
145	781	3	13.95
238	461	5	34.69
2869	14	5	10.08
102	1338	4	4.42
103	549	8	9.08
908	107	3	3.9
7202	102	3	12.44
101	5992	6	28.65
518	125	5	17.43
868	102	14	34.77
101	3484	4	7.87
105	2229	10	46.24
101	6260	5	23.27
102	2291	4	8.46
702	113	21	118.05
11271	9	3	27.91
124	224	7	11.66
341	104	31	79.82
432	149	5	22.92
4643	14	3	6.44
101	360	36	52.14
105	1149	8	20.19
1086	127	4	18.68
101	13967	3	17.14
442	134	18	112.48
228	129	5	8.59
209	257	4	18.15
4077	14	4	9.33
336	438	3	20.47
1196	107	3	5.22
534	202	4	24.8
107	791	6	13.12
2996	133	3	20.47
109	2012	5	23.02
1220	102	9	20.65
203	12	18	6.17
105	1386	6	14.19
4972	9347	3	63.41
101	2630	8	22.15
1203	101	6	4.09
1176	12	6	11.34
287	268	3	15.8
927	132	4	18.75
101	6502	5	23.27
101	1546	5	4.25
249	141	3	5.14
1265	139	4	22.78
102	5787	3	11.27
4820	14	4	11.15
160	903	3	16.6
128	1665	3	15.35
316	332	3	17.82
1772	105	5	12.57
1836	153	6	49.98
3853	9	11	102.35
187	169	3	5.7
251	2672	9	114.48
2872	173	4	36.91
101	2607	7	17.23
101	1843	8	15.73
12	437	12	15.73
101	3968	3	5.19
623	114	4	8.44
121	302	7	15.73
3523	102	6	23.65
123	6966	3	23.73
251	5655	7	107.26
631	120	9	38.21
221	103	49	106.7
3288	102	5	16.62
434	14	19	15.68
114	278	9	17.35
113	639	6	17.16
109	644	8	25.25
264	14	22	6.01
108	3216	3	12.7
238	197	3	10.25
113	426	5	8.74
974	106	4	4.36
8	741	3	4.54
108	214	31	80.57
138	117	55	125.78
103	13859	3	22.29
178	914	5	35.94
103	754	52	313.06
190	152	58	410.25
105	7201	3	14.26
153	192	9	30.98
276	267	4	23.08
103	4816	4	17.6
12	2547	4	11.11
101	2085	6	9.88
105	1118	4	4.89
1036	172	3	18.8
1676	14	5	4.81
4942	101	3	7.14
1328	131	3	14.09
113	13748	3	29.25
132	392	7	27.51
117	2665	3	14.75
609	14	16	17.89
349	1374	6	65.15
445	207	4	23.57
322	131	6	18.07
110	1110	6	22.24
199	373	3	13.99
4391	102	4	14.36
177	1382	7	61.86
350	359	7	56.92
107	1706	18	118.36
8	4171	10	92.93
4768	116	9	92.29
111	105	284	222.59
7	4415	10	120.56
113	880	3	6.48
113	2854	11	87.49
4044	115	8	67.83
101	3099	5	10.65
104	5519	3	13.05
853	299	4	34.08
3405	112	3	15.17
120	1818	4	19.55
3790	14	4	8.59
1024	8	4	10.48
4059	191	4	42.47
101	471	44	108.46
3580	106	3	9.59
103	533	96	713.81
105	763	29	127.05
101	3732	5	13.09
870	118	4	12.78
180	110	17	20.91
1200	9	3	7.04
12	927	9	19.94
104	173	38	31.52
101	3469	3	4.27
484	101	15	9.3
1500	102	8	20.43
173	104	60	91.58
1187	101	7	6.28
109	919	3	5.99
475	107	18	58.41
4317	14	4	10.17
109	149	18	10.31
5547	111	4	28.91
2344	117	6	37.32
118	706	4	11.16
144	235	18	96.4
686	57	3	27.16
445	137	3	8.54
2720	14	5	9.47
1695	12	4	7.73
671	104	6	6.23
324	123	9	26.73
103	13575	3	22.29
336	125	4	8.58
5893	111	5	39.69
101	3163	4	7.28
283	101	108	349.27
105	328	32	80.8
155	615	4	20.33
628	3481	11	183.71
849	687	3	29.58
1418	102	6	11.29
427	146	4	16.27
318	110	7	10.23
5393	2700	3	52.06
104	625	12	25.04
129	453	7	28.31
253	7302	3	39.29
104	1341	5	9.84
134	129	10	4.92
9371	14	3	12.82
1166	132	7	44.24
280	376	3	18.01
1838	102	4	6.55
101	4347	7	28.12
1883	9	25	232.69
102	139	213	388.69
101	907	23	60.41
205	116	7	6.76
119	517	11	45.87
8	514	5	8.59
138	168	6	8.11
831	102	6	5.4
7186	102	5	28.93
1865	12	3	4.68
1932	110	5	22.75
113	5298	7	62.25
11227	102	3	20.56
8	1144	3	6.89
140	1835	3	18.03
1369	101	13	29.89
378	200	3	14.08
228	175	6	24.56
290	107	7	4.77
