104	2479	3	4.11
432	138	3	9.57
125	568	13	63.2
1383	12	7	4.87
104	4479	8	38.48
210	189	5	18.35
3487	3375	9	165.27
373	1151	4	35.98
5320	12	8	32.35
4398	12	3	3.98
182	104	23	4.98
106	6930	3	12.15
102	11575	4	22.65
135	11689	3	31.3
147	6477	3	28.1
104	2563	12	50.85
115	2765	5	23.71
249	17	4	16.34
135	1229	4	21.5
127	3442	3	17.13
189	561	6	38.73
377	119	30	139.82
102	1519	19	67.56
1895	110	3	6.92
10854	112	5	47.56
101	9741	4	15.41
10583	12	3	11.18
5330	12598	3	62.42
108	9400	5	37.33
145	454	3	10.49
109	1060	6	14.7
288	445	4	25.22
308	613	29	329.65
115	360	31	131.13
103	3407	10	41.75
6619	101	3	5.73
108	1793	28	188.37
110	10740	3	20.62
508	120	17	74.89
104	783	30	104.83
12	4397	4	7.38
118	1219	3	7.09
223	116	20	43.26
12334	14525	3	75.92
2663	106	4	9.44
3254	101	13	45.45
105	362	12	7.09
11535	101	3	10.62
102	3890	5	14.06
146	660	6	34.16
254	696	3	18.67
105	430	48	160.62
299	105	30	44.78
789	111	9	24.88
111	4108	3	11.99
107	2696	18	109.64
6376	14	3	7.76
3986	2	3	9.95
935	101	20	31.7
231	7317	3	34.61
1506	14	10	18.26
4151	133	4	32.33
1947	118	3	9.73
101	818	11	5.16
945	5	3	16.34
227	6114	3	32.89
5253	103	3	7.61
313	101	74	135.35
576	558	4	33.83
4980	15525	3	66.37
319	445	4	26.45
101	666	42	101.37
339	613	9	82.28
103	2130	4	5.25
13577	114	4	38.34
204	1426	5	40.66
248	396	11	84.68
332	105	35	73
2045	3279	3	42.54
2789	103	3	3.85
1247	105	10	22.7
5843	101	9	41.14
3171	6213	9	185.21
553	14	32	69.88
110	7743	7	57.72
2	170	33	39.07
9002	14	3	11.34
736	258	3	19.23
102	4982	11	64.84
108	2229	5	15.42
103	1064	22	70.1
125	1275	4	16.33
101	4628	7	20.15
16064	104	3	22.07
104	3250	3	5.51
114	250	7	4.02
129	3221	4	27.55
200	1112	3	19.56
501	124	5	12.77
129	5393	3	22.79
2417	107	3	5.45
121	5813	3	19.38
104	3402	4	9.84
118	2690	3	11.74
102	10804	4	22.65
6224	12	5	16.17
287	110	9	7.59
114	149	30	40.72
111	366	10	16.15
5732	3815	3	51.31
104	9770	3	13.9
115	9800	3	21.03
105	4120	4	11.68
798	12	10	4.32
102	6252	4	14.52
111	543	25	102.93
105	6173	6	31.1
110	5811	7	49.39
317	296	4	22.18
137	1710	15	136.31
102	10547	3	14.09
11513	115	3	22.61
104	3658	7	27.1
161	8832	3	31.9
1520	12	9	10.66
108	2484	16	97.15
12	8120	3	8.57
123	10994	5	54.78
1932	1891	4	53.56
317	104	34	61.65
171	110	15	8.42
101	4373	4	6.72
5333	107	3	10.78
108	2416	10	47.79
104	9335	3	13.9
16237	126	3	33.79
102	6507	6	28.18
2677	107	14	74.83
676	12	21	26.52
6349	102	3	8.93
116	5569	3	16.2
7160	107	7	46.41
461	727	3	23.7
5061	107	8	46.71
6988	12	3	6.89
8	538	3	7.25
5002	14	3	6.17
