197	3308	3	8.33
165	1744	5	9.18
1968	145	5	7.64
2630	113	17	28.63
1994	784	4	21.06
1615	548	4	16.95
6625	129	3	6.66
101	5393	12	9.05
848	161	8	10.29
467	12	124	17.2
210	189	20	16.41
8029	58	3	14.38
58	207	28	12.73
3487	3375	9	107.81
1159	104	38	8.83
373	1151	4	11.17
18558	114	3	10.36
104	2427	20	7.73
3438	573	3	16.38
119	117	985	190.97
1271	129	17	33.37
1608	815	3	13.03
125	6724	4	8.19
12	883	67	8.89
3444	175	4	12.45
467	166	10	9.43
285	3767	3	11.99
102	11575	5	6.96
110	15151	3	8.98
112	8230	5	9.48
135	11689	3	12.71
292	332	7	7.27
103	1622	33	8.82
147	6477	3	9.64
104	4599	12	8.45
12	1093	56	12.04
12295	104	4	6.68
330	677	4	6.99
46	5702	7	37.32
106	602	74	24.26
255	400	6	7.31
3212	236	3	9.35
2975	464	3	14.04
987	672	15	96.89
9892	113	4	6.94
115	2765	10	7.16
14107	117	3	6.89
335	1707	3	8.43
1884	309	4	12.8
320	236	12	16.14
579	716	3	6.75
2744	113	11	9.13
14	115	4757	43.85
1774	6667	4	40.81
102	7679	8	11.14
7929	117	5	8.85
434	1789	3	10.19
283	770	6	12.88
315	2265	3	9.77
1154	734	4	16.61
901	171	7	10.03
529	1164	3	8.9
1256	108	37	34.06
1145	1612	3	15.26
2331	115	11	7.06
442	3140	3	14.12
388	1128	3	7.13
5180	941	3	22.15
3596	102	16	9.85
2	5772	9	21.03
14	182	533	17.59
127	3442	6	8.23
2043	104	24	9.04
4527	108	10	10.19
352	1225	4	11.38
189	561	14	32.06
110	3130	11	7.17
142	920	15	31.79
377	119	74	73.93
102	1519	35	9.45
448	102	108	20.48
3956	117	8	10.03
3961	14578	3	46.71
2259	164	4	7.64
106	13282	4	7.37
709	345	5	10.95
13940	108	4	10.45
228	632	6	8.22
1148	239	4	7.69
173	614	7	6.66
367	697	4	7.74
10359	104	4	6.68
681	386	5	12
1	14439	4	36.92
10854	112	5	17.06
125	10484	3	8.37
108	15457	3	7.84
106	13334	4	7.37
5330	12598	3	48.37
108	9400	5	8.29
113	7841	5	7.83
1394	356	3	7.69
199	337	11	11.44
1815	1062	3	15.74
145	454	19	26.11
3401	1374	3	21.35
160	5288	4	16.48
171	3917	3	7.88
1422	1316	4	23.65
259	318	8	7.26
101	2019	32	10.61
648	673	3	6.97
283	8297	3	18.4
288	445	7	10.69
481	322	5	7.15
3332	360	3	13.15
10318	109	4	7.69
102	10095	5	6.96
839	1424	3	12.63
15684	6647	3	49.8
308	613	32	171.35
121	262	50	11.06
1791	231	4	9.99
10428	781	4	41.21
115	360	60	22.86
232	2122	3	6.83
12899	116	3	6.88
1079	10482	3	29.86
105	12495	4	6.63
4528	1052	5	41.92
896	324	4	8.57
370	125	31	11.17
916	105	50	10.71
102	10306	5	6.96
516	1967	3	11.72
108	1793	28	30.18
856	3057	3	17.6
3935	127	7	14.02
475	474	5	11.01
101	1883	36	12.95
896	148	10	14.62
12	2377	28	16.77
563	103	78	7.51
4440	116	8	11.12
508	120	33	14.39
9155	10441	5	91.59
573	583	5	14.59
1862	123	10	7.4
104	783	69	32.01
112	5358	7	9.58
3370	2	9	6.8
223	116	89	11.59
12	4397	14	11.65
4719	127	5	8.52
754	123	21	11.71
12334	14525	3	56.76
150	121	133	30.31
2663	106	18	7.93
1064	549	3	8.6
1010	3446	3	19.32
1193	121	14	9.38
110	256	104	11.25
176	3598	5	18.21
112	9706	4	6.81
167	348	19	27.92
1623	2033	5	36.91
9760	125	3	6.96
525	1478	3	10.24
120	2223	10	8.58
107	2868	16	9.9
569	1697	3	11.8
10107	109	5	10.34
742	2058	3	13.93
1434	260	4	9.4
105	430	125	70.8
6729	101	9	6.79
299	105	150	15.09
5900	150	3	9
205	907	5	6.79
109	11024	4	7.69
9497	1339	3	29.67
21	4537	3	7.02
158	130	60	7.89
677	135	11	7.72
3351	109	10	7.69
113	5477	7	9.8
148	1827	5	7.6
121	10814	3	7.63
224	884	5	7.68
107	2696	22	24.59
935	101	65	8.85
110	213	133	16.95
6600	105	9	9.57
125	9214	3	6.96
7614	130	3	7.18
7133	111	6	8.63
116	6889	5	7.41
5738	4356	5	61.97
231	7317	6	43.41
587	1167	3	9.6
889	118	23	11.38
573	1208	4	15.69
4151	133	5	12.54
134	11410	3	12.47
270	1765	4	11.43
108	947	33	9.36
4519	139	4	10.17
3509	103	16	7.6
514	147	10	6.79
2171	165	4	7.68
101	818	75	10.21
369	142	14	7.98
534	103	90	17.48
2623	125	9	13.1
2451	179	4	9.57
1258	733	4	17.01
227	6114	3	14.06
203	7	23	9.4
514	204	8	9.56
2832	114	10	7.43
313	101	194	7.02
101	742	82	10.42
128	121	270	20.22
576	558	4	9.78
4587	211	3	11.15
105	13832	4	6.63
7336	9	3	7.15
1152	2	24	13.72
2177	4379	13	171.31
2024	1351	34	448.91
6466	322	3	17.1
695	334	4	7.02
253	1235	4	7.54
12739	118	3	7.69
3753	306	3	12.39
114	3016	20	49.08
109	1618	22	15.23
8064	224	4	27.05
12	6	18	9.3
2516	3272	4	35.99
10053	2	4	6.79
101	666	98	30.5
319	445	7	12.57
4980	15525	3	47.22
116	13998	3	6.88
10882	103	5	6.89
145	1339	7	10
339	613	12	42.72
1242	2933	3	19.54
108	1030	29	6.7
13577	114	4	13.82
221	367	8	7.27
160	2549	7	24.4
9945	103	6	8.26
7407	9100	6	105.21
436	1285	3	8.42
147	5968	3	9.02
101	606	95	7.59
204	1426	5	10.86
1315	2122	3	17.87
128	216	50	12.94
248	396	16	38.89
6760	101	9	6.79
332	105	127	16.02
2045	3279	3	23.42
381	1124	3	6.91
439	157	13	13.72
159	2637	5	12.59
1247	105	36	8.78
825	1598	4	19.89
5843	101	11	8.29
4534	5	3	9.57
105	1196	40	10.94
624	120	24	7.96
1363	106	32	8.3
109	12179	3	9.15
581	137	17	20.99
108	13117	4	10.45
1247	5	14	50.97
3171	6213	9	127.74
190	199	22	19.72
445	520	4	7.22
3077	101	22	10.68
2	16514	3	10.22
7056	120	5	10.05
148	924	8	9.45
985	121	20	17.37
110	7743	7	15.43
3734	156	3	6.9
312	974	6	16.58
115	13778	3	10.81
764	220	14	42.79
598	599	7	25.43
156	235	32	40.04
736	258	7	17.51
427	1673	3	9.75
1463	311	6	20.85
12091	106	4	7.37
1161	626	3	9.6
1683	2162	3	19.72
102	4982	11	15.32
424	985	49	424.67
8706	142	3	11.5
1015	360	6	20.08
117	660	67	116.35
1355	324	5	16.78
105	1240	41	16.09
123	2621	7	7.35
176	4179	3	8.79
391	254	14	29.93
108	2229	16	6.83
103	1064	51	14.92
149	3004	4	8.05
7949	446	3	20.81
107	13685	4	8.39
14703	108	3	7.84
104	5318	10	8.17
